,tag,t,z,mass,width
24191,1.00,8131.00,366.99,1623521.00,8199.31
24194,1.00,8132.00,369.62,1423437.00,8038.62
24197,1.00,8133.00,374.61,1224622.00,7199.76
24200,1.00,8134.00,379.53,1207610.00,6837.84
24203,1.00,8135.00,382.14,1628031.00,8496.00
24206,1.00,8136.00,379.02,1762442.00,10442.42
24209,1.00,8137.00,366.83,1874780.00,10677.59
24212,1.00,8138.00,359.72,2521081.00,12264.82
24215,1.00,8139.00,353.54,2374981.00,11078.08
24218,1.00,8140.00,350.12,2453831.00,11337.42
24221,1.00,8141.00,345.26,2174153.00,10608.61
24224,1.00,8142.00,342.61,2473528.00,11250.32
24227,1.00,8143.00,339.07,2326890.00,10848.43
24230,1.00,8144.00,335.22,2348545.00,10631.93
24233,1.00,8145.00,333.93,2126286.00,10626.31
24236,1.00,8146.00,338.08,1579112.00,9520.31
24239,1.00,8147.00,346.84,1138852.00,7571.35
24242,1.00,8148.00,355.92,1408769.00,8339.88
24245,1.00,8149.00,363.31,1219910.00,7877.13
24248,1.00,8150.00,368.67,973067.00,6007.98
24251,1.00,8151.00,373.81,1128291.00,7213.56
24254,1.00,8152.00,378.52,1326016.00,7853.57
24257,1.00,8153.00,383.31,1692250.00,8724.76
24260,1.00,8154.00,385.47,2087883.00,10279.29
24263,1.00,8155.00,388.36,2145615.00,10413.84
24266,1.00,8156.00,383.36,2703361.00,12834.80
24269,1.00,8157.00,374.78,2296409.00,11793.80
24272,1.00,8158.00,368.10,1668846.00,9533.32
24275,1.00,8159.00,360.82,1743842.00,9284.08
24278,1.00,8160.00,357.12,1695234.00,9099.18
24281,1.00,8161.00,352.42,1188220.00,7272.43
24284,1.00,8162.00,347.77,1282713.00,8236.44
24287,1.00,8163.00,344.50,1732249.00,8989.24
24290,1.00,8164.00,341.04,1541107.00,8745.97
24293,1.00,8165.00,340.33,1570581.00,8440.85
24296,1.00,8166.00,347.31,1988424.00,11527.65
24299,1.00,8167.00,355.20,2167428.00,11346.94
24302,1.00,8168.00,361.61,1883426.00,10259.43
24305,1.00,8169.00,366.85,1775132.00,9053.71
24308,1.00,8170.00,371.36,1666340.00,8365.44
24311,1.00,8171.00,376.37,1255117.00,7213.70
24314,1.00,8172.00,380.04,1260150.00,7052.00
24317,1.00,8173.00,383.62,1370709.00,7531.54
24320,1.00,8174.00,386.60,1217984.00,7324.83
24323,1.00,8175.00,388.58,1363247.00,7997.11
24326,1.00,8176.00,381.74,2084498.00,11168.70
24329,1.00,8177.00,374.14,1648540.00,8913.25
24332,1.00,8178.00,367.33,1636401.00,8889.58
24335,1.00,8179.00,361.00,2052004.00,10837.74
24338,1.00,8180.00,356.50,1909708.00,9403.67
24341,1.00,8181.00,353.30,1622015.00,8553.21
24344,1.00,8182.00,349.11,1273496.00,7714.28
24347,1.00,8183.00,345.51,1383088.00,7928.13
24350,1.00,8184.00,342.57,1562391.00,8522.29
24353,1.00,8185.00,341.27,1598502.00,8652.46
24356,1.00,8186.00,348.90,1788027.00,9725.82
24359,1.00,8187.00,357.29,1552319.00,9700.57
24362,1.00,8188.00,364.60,1470768.00,8559.31
24365,1.00,8189.00,371.42,1644310.00,9344.01
24368,1.00,8190.00,376.19,1616986.00,8729.42
24371,1.00,8191.00,381.22,1242998.00,7618.16
24374,1.00,8192.00,386.10,1168416.00,6915.89
24377,1.00,8193.00,389.28,1400756.00,8024.41
24380,1.00,8194.00,392.63,1656604.00,8471.20
24383,1.00,8195.00,392.10,2202000.00,11048.28
24386,1.00,8196.00,382.65,1711411.00,10897.53
24389,1.00,8197.00,372.78,1886851.00,9938.29
24392,1.00,8198.00,366.53,2080385.00,10678.62
24395,1.00,8199.00,360.80,2707967.00,12108.03
24398,1.00,8200.00,356.65,2285559.00,11287.87
24401,1.00,8201.00,353.12,1712732.00,9135.31
24404,1.00,8202.00,349.77,1575922.00,8595.86
24407,1.00,8203.00,346.04,1696180.00,9013.30
24410,1.00,8204.00,343.16,1470435.00,8015.35
24413,1.00,8205.00,345.53,1754796.00,10024.09
24416,1.00,8206.00,354.24,1791770.00,10115.75
24419,1.00,8207.00,362.67,1299749.00,7409.60
24422,1.00,8208.00,369.04,1052479.00,6135.10
24425,1.00,8209.00,375.22,1544481.00,8365.69
24428,1.00,8210.00,378.89,1865091.00,8973.87
24431,1.00,8211.00,381.93,1911021.00,9552.59
24434,1.00,8212.00,386.86,1307077.00,7388.03
24437,1.00,8213.00,389.94,1783792.00,8847.11
24440,1.00,8214.00,393.56,1770512.00,11118.48
24443,1.00,8215.00,389.65,1719299.00,10117.69
24446,1.00,8216.00,382.74,1677750.00,9377.78
24449,1.00,8217.00,373.84,1086931.00,7191.22
24452,1.00,8218.00,366.47,1307059.00,7669.77
24455,1.00,8219.00,360.33,1607352.00,8859.39
24458,1.00,8220.00,355.03,1281437.00,7889.09
24461,1.00,8221.00,350.44,1352097.00,8553.76
24464,1.00,8222.00,347.53,1394778.00,7964.57
24467,1.00,8223.00,343.61,1295901.00,7351.56
24470,1.00,8224.00,341.08,1611255.00,8254.24
24473,1.00,8225.00,346.08,1421898.00,9846.67
24476,1.00,8226.00,359.08,1383669.00,8821.71
24479,1.00,8227.00,366.92,1794384.00,9182.10
24482,1.00,8228.00,371.98,1780344.00,9292.68
24485,1.00,8229.00,377.38,1633339.00,8842.87
24488,1.00,8230.00,381.28,1669303.00,8820.20
24491,1.00,8231.00,384.18,1623286.00,8345.39
24494,1.00,8232.00,387.43,1601468.00,8833.14
24497,1.00,8233.00,391.26,1588147.00,8467.26
24500,1.00,8234.00,393.50,1528379.00,8572.47
24503,1.00,8235.00,387.63,1847163.00,10515.88
24506,1.00,8236.00,378.53,1319916.00,8318.53
24509,1.00,8237.00,370.96,1765560.00,9435.86
24512,1.00,8238.00,366.44,1994352.00,9784.17
24515,1.00,8239.00,362.63,1562261.00,9156.69
24518,1.00,8240.00,358.44,1912381.00,9768.72
24521,1.00,8241.00,354.47,1714974.00,8675.53
24524,1.00,8242.00,351.42,1616541.00,8452.45
24527,1.00,8243.00,348.67,1621944.00,8677.00
24530,1.00,8244.00,346.49,2327395.00,11278.53
24533,1.00,8245.00,351.92,2435007.00,12233.63
24536,1.00,8246.00,361.57,1480520.00,9288.59
24539,1.00,8247.00,370.42,1749965.00,9703.96
24542,1.00,8248.00,375.77,1199660.00,7895.60
24545,1.00,8249.00,382.35,1020869.00,6564.83
24548,1.00,8250.00,388.47,1380567.00,7399.77
24551,1.00,8251.00,390.71,1938386.00,10427.46
24554,1.00,8252.00,394.12,1265914.00,7576.31
24557,1.00,8253.00,397.69,1186483.00,7203.73
24560,1.00,8254.00,399.10,1748482.00,9619.32
24563,1.00,8255.00,389.31,1587967.00,10004.14
24566,1.00,8256.00,379.99,1402447.00,8669.93
24569,1.00,8257.00,372.13,2307561.00,11065.44
24572,1.00,8258.00,367.06,2670960.00,11728.89
24575,1.00,8259.00,363.04,2221047.00,10864.27
24578,1.00,8260.00,358.81,2472899.00,11333.63
24581,1.00,8261.00,355.30,2490582.00,11116.17
24584,1.00,8262.00,353.91,2029924.00,10168.04
24587,1.00,8263.00,351.63,1675376.00,9028.95
24590,1.00,8264.00,351.30,2168834.00,10714.75
24593,1.00,8265.00,360.19,1663026.00,10123.69
24596,1.00,8266.00,371.36,1096684.00,7092.44
24599,1.00,8267.00,378.97,1083146.00,6726.29
24602,1.00,8268.00,384.76,1220834.00,6912.17
24605,1.00,8269.00,388.67,1197486.00,7811.64
24608,1.00,8270.00,393.21,1353056.00,7606.83
24611,1.00,8271.00,396.44,1564654.00,8416.81
24614,1.00,8272.00,398.54,1881143.00,10024.70
24617,1.00,8273.00,402.18,1360769.00,7644.31
24620,1.00,8274.00,400.19,1102467.00,7329.30
24623,1.00,8275.00,388.78,1119366.00,7852.67
24626,1.00,8276.00,379.03,1258077.00,8265.21
24629,1.00,8277.00,372.20,1433033.00,8327.65
24632,1.00,8278.00,367.98,1711448.00,9106.25
24635,1.00,8279.00,364.10,1509626.00,8652.78
24638,1.00,8280.00,358.86,1333095.00,7670.09
24641,1.00,8281.00,356.09,1332425.00,7776.26
24644,1.00,8282.00,352.35,1366559.00,7719.09
24647,1.00,8283.00,350.58,1193576.00,7440.40
24650,1.00,8284.00,351.23,1393725.00,8998.42
24653,1.00,8285.00,362.08,1506837.00,8664.17
24656,1.00,8286.00,368.49,1602011.00,8851.23
24659,1.00,8287.00,375.01,1380095.00,8068.68
24662,1.00,8288.00,380.96,1478264.00,8767.11
24665,1.00,8289.00,384.34,1689312.00,8874.09
24668,1.00,8290.00,388.71,1543122.00,8726.55
24671,1.00,8291.00,392.78,1037768.00,6824.49
24674,1.00,8292.00,397.47,1207607.00,7134.66
24677,1.00,8293.00,400.38,1532343.00,7930.03
24680,1.00,8294.00,396.23,1237317.00,8380.81
24683,1.00,8295.00,385.48,1554738.00,9072.46
24686,1.00,8296.00,377.57,1369585.00,7898.81
24689,1.00,8297.00,370.65,2246825.00,10731.48
24692,1.00,8298.00,365.38,1859631.00,9821.71
24695,1.00,8299.00,360.43,2230446.00,11065.16
24698,1.00,8300.00,358.23,1918327.00,10098.19
24701,1.00,8301.00,354.35,1703201.00,9138.39
24704,1.00,8302.00,350.57,2273120.00,11197.61
24707,1.00,8303.00,347.95,1974034.00,10494.37
24710,1.00,8304.00,354.52,1554581.00,9223.28
24713,1.00,8305.00,364.88,1054781.00,7019.45
24716,1.00,8306.00,374.03,1225754.00,7712.63
24719,1.00,8307.00,380.46,1162540.00,7173.34
24722,1.00,8308.00,385.61,1092934.00,7062.92
24725,1.00,8309.00,391.39,1002957.00,6327.74
24728,1.00,8310.00,396.36,1107989.00,6403.59
24731,1.00,8311.00,400.64,1317398.00,7008.43
24734,1.00,8312.00,403.33,1711298.00,8869.56
24737,1.00,8313.00,407.07,1620620.00,9118.10
24740,1.00,8314.00,399.27,1786958.00,9979.26
24743,1.00,8315.00,392.57,1936597.00,10115.43
24746,1.00,8316.00,386.42,2134205.00,10399.79
24749,1.00,8317.00,381.66,2263867.00,11361.96
24752,1.00,8318.00,378.13,1205283.00,7239.45
24755,1.00,8319.00,372.51,1061644.00,6667.96
24758,1.00,8320.00,369.56,1145922.00,6579.02
24761,1.00,8321.00,366.46,1458794.00,8370.20
24764,1.00,8322.00,362.87,1683161.00,8779.11
24767,1.00,8323.00,361.99,1087552.00,6785.39
24770,1.00,8324.00,371.54,1146162.00,7743.70
24773,1.00,8325.00,379.74,1058300.00,7104.62
24776,1.00,8326.00,387.85,1174074.00,7901.83
24779,1.00,8327.00,395.42,1533201.00,9154.42
24782,1.00,8328.00,398.75,2549733.00,11330.14
24785,1.00,8329.00,402.32,2150101.00,11025.14
24788,1.00,8330.00,406.49,2142259.00,10512.01
24791,1.00,8331.00,410.34,1140494.00,7398.51
24794,1.00,8332.00,415.08,1159758.00,6747.22
24797,1.00,8333.00,416.65,1413307.00,7906.52
24800,1.00,8334.00,407.27,1620194.00,9849.83
24803,1.00,8335.00,399.55,2036172.00,10518.68
24806,1.00,8336.00,392.51,1998913.00,10863.15
24809,1.00,8337.00,387.00,1536970.00,8700.59
24812,1.00,8338.00,382.80,1544079.00,8444.00
24815,1.00,8339.00,377.53,1394748.00,7876.55
24818,1.00,8340.00,373.62,1769647.00,9167.05
24821,1.00,8341.00,368.93,1781404.00,9524.33
24824,1.00,8342.00,365.86,1710405.00,9045.34
24827,1.00,8343.00,365.67,1877212.00,9757.38
24830,1.00,8344.00,372.99,1867398.00,10313.36
24833,1.00,8345.00,381.79,2143245.00,11370.52
24836,1.00,8346.00,386.42,2403099.00,11578.28
24839,1.00,8347.00,392.53,2161144.00,10508.44
24842,1.00,8348.00,397.36,2545917.00,11948.65
24845,1.00,8349.00,402.10,2687972.00,13019.57
24848,1.00,8350.00,404.41,2731713.00,11933.51
24851,1.00,8351.00,408.07,1428964.00,8046.08
24854,1.00,8352.00,411.11,1466332.00,7780.91
24857,1.00,8353.00,409.10,1421691.00,9021.53
24860,1.00,8354.00,398.02,1493088.00,9506.44
24863,1.00,8355.00,390.49,1991371.00,10027.96
24866,1.00,8356.00,384.13,1994099.00,9834.92
24869,1.00,8357.00,380.59,2205436.00,10709.82
24872,1.00,8358.00,376.32,2006343.00,10229.29
24875,1.00,8359.00,372.85,1923804.00,9193.98
24878,1.00,8360.00,370.28,1994145.00,9568.66
24881,1.00,8361.00,368.11,1592965.00,8343.83
24884,1.00,8362.00,364.44,1223282.00,7308.54
24887,1.00,8363.00,366.85,2048636.00,10666.33
24890,1.00,8364.00,374.87,2136949.00,10989.14
24893,1.00,8365.00,381.84,2158616.00,10757.10
24896,1.00,8366.00,388.12,1662127.00,8980.90
24899,1.00,8367.00,392.73,2313797.00,10973.85
24902,1.00,8368.00,397.52,2114908.00,10143.63
24905,1.00,8369.00,401.84,1428387.00,8062.00
24908,1.00,8370.00,406.55,1400429.00,7890.58
24911,1.00,8371.00,409.39,1160025.00,6582.36
24914,1.00,8372.00,412.22,1211941.00,7317.23
24917,1.00,8373.00,407.91,2112180.00,11721.67
24920,1.00,8374.00,399.24,2046478.00,10968.98
24923,1.00,8375.00,391.71,1467911.00,8000.40
24926,1.00,8376.00,384.47,1097981.00,6759.83
24929,1.00,8377.00,378.96,1109607.00,6819.29
24932,1.00,8378.00,373.15,1514859.00,8311.00
24935,1.00,8379.00,370.22,1560061.00,8338.30
24938,1.00,8380.00,367.33,2102015.00,10267.71
24941,1.00,8381.00,364.39,2200717.00,10517.92
24944,1.00,8382.00,362.02,2439953.00,11175.03
24947,1.00,8383.00,367.94,2646054.00,13088.75
24950,1.00,8384.00,376.31,2009395.00,10651.80
24953,1.00,8385.00,383.25,2064530.00,10398.04
24956,1.00,8386.00,388.75,1733150.00,9673.36
24959,1.00,8387.00,395.59,1370839.00,8252.06
24962,1.00,8388.00,398.38,1904778.00,9999.60
24965,1.00,8389.00,402.29,1830531.00,9663.59
24968,1.00,8390.00,405.18,1542104.00,8147.68
24971,1.00,8391.00,407.88,1400982.00,7921.09
24974,1.00,8392.00,410.15,1722774.00,9353.64
24977,1.00,8393.00,403.90,1750844.00,10615.18
24980,1.00,8394.00,394.36,1734533.00,9852.08
24983,1.00,8395.00,387.16,1869649.00,9744.74
24986,1.00,8396.00,383.45,1771670.00,9561.80
24989,1.00,8397.00,378.39,2026808.00,9613.83
24992,1.00,8398.00,375.36,1992358.00,9999.49
24995,1.00,8399.00,371.48,1220530.00,7385.86
24998,1.00,8400.00,368.81,1158051.00,6755.58
25001,1.00,8401.00,364.71,1033415.00,6679.24
25004,1.00,8402.00,363.05,991544.00,5911.14
25007,1.00,8403.00,374.15,1289132.00,8529.34
25010,1.00,8404.00,382.21,1852861.00,9656.44
25013,1.00,8405.00,389.02,1379606.00,8833.09
25016,1.00,8406.00,396.82,1331489.00,7639.22
25019,1.00,8407.00,400.41,1768546.00,8744.25
25022,1.00,8408.00,404.80,1853921.00,9274.43
25025,1.00,8409.00,408.76,1587871.00,8002.35
25028,1.00,8410.00,412.21,1778026.00,8780.73
25031,1.00,8411.00,414.98,1761286.00,8811.66
25034,1.00,8412.00,416.15,1839087.00,9070.07
25037,1.00,8413.00,407.39,1409063.00,8598.87
25040,1.00,8414.00,397.95,1115022.00,7347.01
25043,1.00,8415.00,389.87,1188684.00,7198.99
25046,1.00,8416.00,385.01,1542973.00,8089.40
25049,1.00,8417.00,380.38,1285783.00,7376.76
25052,1.00,8418.00,374.93,1059733.00,6377.16
25055,1.00,8419.00,371.19,1876033.00,8772.86
25058,1.00,8420.00,368.65,2306809.00,10667.29
25061,1.00,8421.00,366.10,1956746.00,9132.98
25064,1.00,8422.00,367.16,1903951.00,10358.71
25067,1.00,8423.00,376.68,1994364.00,10197.90
25070,1.00,8424.00,383.56,2133096.00,11002.82
25073,1.00,8425.00,389.71,2107520.00,10920.08
25076,1.00,8426.00,394.17,1910297.00,9469.44
25079,1.00,8427.00,400.25,1681535.00,8589.90
25082,1.00,8428.00,404.68,1799934.00,9192.64
25085,1.00,8429.00,408.69,1225573.00,6940.58
25088,1.00,8430.00,413.68,1046855.00,5987.09
25091,1.00,8431.00,415.68,1169331.00,7385.42
25094,1.00,8432.00,413.74,1338804.00,7952.00
25097,1.00,8433.00,405.22,1743573.00,9794.34
25100,1.00,8434.00,397.95,1926536.00,10328.08
25103,1.00,8435.00,391.60,1408648.00,7933.63
25106,1.00,8436.00,384.74,1095526.00,6780.29
25109,1.00,8437.00,379.29,1182668.00,7221.02
25112,1.00,8438.00,375.29,1429716.00,8297.98
25115,1.00,8439.00,371.43,1364765.00,8180.07
25118,1.00,8440.00,367.80,1315068.00,7688.70
25121,1.00,8441.00,365.21,1666059.00,8611.98
25124,1.00,8442.00,367.34,1601766.00,9650.58
25127,1.00,8443.00,375.89,1667928.00,9266.03
25130,1.00,8444.00,383.61,1551308.00,8984.02
25133,1.00,8445.00,389.36,1637449.00,9216.55
25136,1.00,8446.00,394.41,1569289.00,9004.36
25139,1.00,8447.00,399.89,1342120.00,7910.15
25142,1.00,8448.00,405.70,1390620.00,7703.11
25145,1.00,8449.00,408.94,1265633.00,7039.82
25148,1.00,8450.00,413.16,1025513.00,6412.32
25151,1.00,8451.00,416.33,1326280.00,6826.92
25154,1.00,8452.00,412.13,1829640.00,10130.82
25157,1.00,8453.00,403.44,1794392.00,9689.89
25160,1.00,8454.00,397.40,1336628.00,7708.65
25163,1.00,8455.00,390.35,1510870.00,8462.98
25166,1.00,8456.00,385.14,1899263.00,9901.39
25169,1.00,8457.00,380.08,1497553.00,8703.30
25172,1.00,8458.00,376.09,1235590.00,7492.28
25175,1.00,8459.00,372.84,1293757.00,7574.14
25178,1.00,8460.00,369.86,1400790.00,7791.57
25181,1.00,8461.00,367.16,1446206.00,8016.71
25184,1.00,8462.00,373.65,1912811.00,10144.09
25187,1.00,8463.00,381.51,1637339.00,8917.14
25190,1.00,8464.00,388.94,1486632.00,7715.31
25193,1.00,8465.00,393.89,1358593.00,7789.52
25196,1.00,8466.00,400.28,1171076.00,6465.34
25199,1.00,8467.00,403.55,1286277.00,7520.06
25202,1.00,8468.00,407.49,1348484.00,6907.43
25205,1.00,8469.00,411.40,1095288.00,6329.06
25208,1.00,8470.00,414.90,989631.00,5966.82
25211,1.00,8471.00,416.11,1234841.00,7197.38
25214,1.00,8472.00,408.14,1609474.00,10031.38
25217,1.00,8473.00,399.05,1806649.00,10117.05
25220,1.00,8474.00,392.33,1897627.00,9569.36
25223,1.00,8475.00,387.36,1589186.00,8487.25
25226,1.00,8476.00,382.95,1767282.00,9013.88
25229,1.00,8477.00,379.39,1662741.00,8702.38
25232,1.00,8478.00,376.43,1290892.00,7211.07
25235,1.00,8479.00,373.01,1149048.00,7084.90
25238,1.00,8480.00,369.59,1175593.00,6898.08
25241,1.00,8481.00,368.35,1572265.00,8649.14
25244,1.00,8482.00,376.55,1543603.00,9136.76
25247,1.00,8483.00,384.88,1444047.00,8535.92
25250,1.00,8484.00,392.69,1459075.00,8166.89
25253,1.00,8485.00,398.74,1218470.00,7447.82
25256,1.00,8486.00,402.98,1763273.00,8767.93
25259,1.00,8487.00,407.24,1637653.00,8775.45
25262,1.00,8488.00,410.72,1748565.00,8705.99
25265,1.00,8489.00,413.66,1423228.00,7631.12
25268,1.00,8490.00,415.80,1685053.00,8541.51
25271,1.00,8491.00,415.13,1922493.00,9794.82
25274,1.00,8492.00,405.92,1671956.00,9564.14
25277,1.00,8493.00,397.82,1871826.00,9961.61
25280,1.00,8494.00,392.81,1847386.00,9726.91
25283,1.00,8495.00,387.56,1677886.00,9189.20
25286,1.00,8496.00,382.81,1750034.00,9200.89
25289,1.00,8497.00,379.28,1800946.00,9165.82
25292,1.00,8498.00,376.35,1663806.00,8350.43
25295,1.00,8499.00,372.47,1932812.00,9904.84
25298,1.00,8500.00,370.03,1647498.00,8356.59
25301,1.00,8501.00,371.45,1853945.00,9579.84
25304,1.00,8502.00,379.94,1745442.00,9609.61
25307,1.00,8503.00,387.53,2018249.00,10006.42
25310,1.00,8504.00,392.75,2110743.00,11384.64
25313,1.00,8505.00,395.32,1762263.00,9051.72
25316,1.00,8506.00,399.95,1084032.00,7070.93
25319,1.00,8507.00,406.24,974600.00,5927.37
25322,1.00,8508.00,410.39,984661.00,5718.59
25325,1.00,8509.00,413.51,1217195.00,7239.65
25328,1.00,8510.00,417.36,1450267.00,8017.29
25331,1.00,8511.00,415.72,1329222.00,8654.45
25334,1.00,8512.00,404.28,1360554.00,8618.88
25337,1.00,8513.00,396.93,1389410.00,8547.70
25340,1.00,8514.00,389.07,1066569.00,7025.24
25343,1.00,8515.00,383.37,1101004.00,7106.70
25346,1.00,8516.00,378.15,1166465.00,7224.40
25349,1.00,8517.00,373.79,1077746.00,6785.30
25352,1.00,8518.00,370.39,1165573.00,7216.63
25355,1.00,8519.00,367.49,1089488.00,6186.31
25358,1.00,8520.00,364.44,1462117.00,7853.57
25361,1.00,8521.00,367.96,2002596.00,11040.91
25364,1.00,8522.00,375.90,1995490.00,10382.49
25367,1.00,8523.00,381.98,1845823.00,10164.89
25370,1.00,8524.00,387.27,1714791.00,9269.03
25373,1.00,8525.00,393.43,1188200.00,7187.53
25376,1.00,8526.00,397.71,1579383.00,8651.59
25379,1.00,8527.00,401.35,1865508.00,9588.49
25382,1.00,8528.00,404.67,1534998.00,8262.33
25385,1.00,8529.00,407.82,1424861.00,7640.97
25388,1.00,8530.00,411.04,1403517.00,7461.62
25391,1.00,8531.00,406.15,1699850.00,10113.67
25394,1.00,8532.00,397.38,1444105.00,8727.93
25397,1.00,8533.00,390.37,1686861.00,9317.63
25400,1.00,8534.00,384.63,1649514.00,8669.80
25403,1.00,8535.00,380.63,1926821.00,10262.61
25406,1.00,8536.00,377.12,1685817.00,8873.60
25409,1.00,8537.00,373.10,1753705.00,9008.77
25412,1.00,8538.00,369.33,2042874.00,10506.38
25415,1.00,8539.00,366.54,1918807.00,10036.37
25418,1.00,8540.00,365.07,1611896.00,8782.54
25421,1.00,8541.00,372.72,1359571.00,8336.84
25424,1.00,8542.00,380.42,1629086.00,9336.42
25427,1.00,8543.00,387.86,1292792.00,7437.83
25430,1.00,8544.00,392.97,2238813.00,10880.44
25433,1.00,8545.00,397.35,2265558.00,10766.72
25436,1.00,8546.00,401.53,2538354.00,12129.83
25439,1.00,8547.00,405.25,2350101.00,10768.54
25442,1.00,8548.00,409.64,1918479.00,9722.66
25445,1.00,8549.00,412.94,2477287.00,11047.07
25448,1.00,8550.00,414.02,2193516.00,10588.83
25451,1.00,8551.00,405.85,1920334.00,11226.63
25454,1.00,8552.00,395.00,1792324.00,10180.74
25457,1.00,8553.00,389.49,1774587.00,9713.22
25460,1.00,8554.00,382.46,1387740.00,8021.09
25463,1.00,8555.00,377.68,1239798.00,7620.89
25466,1.00,8556.00,372.60,1288157.00,7817.45
25469,1.00,8557.00,367.10,1208400.00,7309.88
25472,1.00,8558.00,362.37,2425717.00,11010.01
25475,1.00,8559.00,359.43,2244347.00,10969.30
25478,1.00,8560.00,358.85,1286920.00,7935.80
25481,1.00,8561.00,370.27,1996266.00,10065.69
25484,1.00,8562.00,375.42,2434734.00,11160.64
25487,1.00,8563.00,379.89,2778358.00,12299.65
25490,1.00,8564.00,385.19,1867486.00,9272.94
25493,1.00,8565.00,389.04,2400998.00,11934.36
25496,1.00,8566.00,392.45,2291863.00,10565.95
25499,1.00,8567.00,396.82,1722750.00,8849.63
25502,1.00,8568.00,401.33,1629144.00,9441.27
25505,1.00,8569.00,403.91,1472209.00,7999.54
25508,1.00,8570.00,403.05,1439914.00,9025.94
25511,1.00,8571.00,390.47,1463344.00,9156.71
25514,1.00,8572.00,383.81,1515488.00,9155.54
25517,1.00,8573.00,376.88,1055982.00,6849.21
25520,1.00,8574.00,368.90,1017556.00,6416.69
25523,1.00,8575.00,364.02,1183508.00,6911.27
25526,1.00,8576.00,358.94,1407746.00,7885.78
25529,1.00,8577.00,355.20,1738576.00,8699.74
25532,1.00,8578.00,352.39,1741732.00,8536.84
25535,1.00,8579.00,349.28,1622225.00,8579.10
25538,1.00,8580.00,351.62,1508515.00,8679.53
25541,1.00,8581.00,363.24,1217609.00,7460.34
25544,1.00,8582.00,370.59,1145479.00,7312.85
25547,1.00,8583.00,379.36,1039047.00,6748.75
25550,1.00,8584.00,386.23,1346000.00,8045.23
25553,1.00,8585.00,392.22,1505787.00,7945.16
25556,1.00,8586.00,396.16,1610472.00,8709.60
25559,1.00,8587.00,400.16,1798660.00,8697.50
25562,1.00,8588.00,401.56,1754655.00,8816.34
25565,1.00,8589.00,404.73,1576821.00,8181.05
25568,1.00,8590.00,401.61,1359995.00,9319.39
25571,1.00,8591.00,389.13,1160555.00,7554.73
25574,1.00,8592.00,380.20,1153068.00,7287.72
25577,1.00,8593.00,373.30,1164046.00,7181.13
25580,1.00,8594.00,367.78,1565680.00,8388.61
25583,1.00,8595.00,363.73,1781069.00,8808.78
25586,1.00,8596.00,360.55,1687546.00,9395.67
25589,1.00,8597.00,357.77,1652277.00,8660.13
25592,1.00,8598.00,353.98,1532294.00,8178.30
25595,1.00,8599.00,350.71,1645119.00,9081.10
25598,1.00,8600.00,355.99,1293970.00,8479.18
25601,1.00,8601.00,367.18,1073241.00,6775.21
25604,1.00,8602.00,374.91,1170034.00,7047.60
25607,1.00,8603.00,382.38,1074754.00,6937.91
25610,1.00,8604.00,388.79,1037642.00,6532.73
25613,1.00,8605.00,394.06,1052996.00,6041.66
25616,1.00,8606.00,398.99,1236805.00,7395.89
25619,1.00,8607.00,402.34,1914082.00,9652.93
25622,1.00,8608.00,404.37,2115756.00,10362.48
25625,1.00,8609.00,407.58,2558061.00,11524.29
25628,1.00,8610.00,401.64,2603536.00,13666.90
25631,1.00,8611.00,393.58,2345063.00,12186.05
25634,1.00,8612.00,385.28,2171280.00,10839.49
25637,1.00,8613.00,380.76,2511904.00,11679.71
25640,1.00,8614.00,376.16,2420980.00,11460.44
25643,1.00,8615.00,372.75,2165190.00,10300.57
25646,1.00,8616.00,369.21,1692060.00,9582.19
25649,1.00,8617.00,365.22,1157291.00,7117.57
25652,1.00,8618.00,361.88,1183435.00,7447.96
25655,1.00,8619.00,359.89,1324528.00,7515.22
25658,1.00,8620.00,367.33,1252623.00,8286.60
25661,1.00,8621.00,377.64,1103139.00,7081.64
25664,1.00,8622.00,385.60,1194897.00,7303.37
25667,1.00,8623.00,391.63,1125638.00,7426.98
25670,1.00,8624.00,398.15,1250392.00,7408.31
25673,1.00,8625.00,402.87,1093173.00,6746.02
25676,1.00,8626.00,407.90,1262724.00,7208.13
25679,1.00,8627.00,412.10,1290136.00,7309.31
25682,1.00,8628.00,414.94,1130176.00,7099.31
25685,1.00,8629.00,414.71,1147873.00,6901.22
25688,1.00,8630.00,405.48,1043319.00,7376.86
25691,1.00,8631.00,395.34,1139940.00,7506.80
25694,1.00,8632.00,386.06,1194254.00,7578.70
25697,1.00,8633.00,381.31,1315637.00,7722.89
25700,1.00,8634.00,376.25,1603090.00,8392.41
25703,1.00,8635.00,372.88,1345897.00,7656.53
25706,1.00,8636.00,368.33,1447759.00,7915.77
25709,1.00,8637.00,364.78,1404515.00,8182.38
25712,1.00,8638.00,361.81,1674134.00,9002.23
25715,1.00,8639.00,363.08,1455189.00,9031.94
25718,1.00,8640.00,373.80,1753873.00,9650.81
25721,1.00,8641.00,380.68,1810482.00,10143.46
25724,1.00,8642.00,388.23,1648286.00,8874.97
25727,1.00,8643.00,392.58,2526916.00,11973.72
25730,1.00,8644.00,397.23,1949829.00,9786.67
25733,1.00,8645.00,401.53,1733077.00,9739.58
25736,1.00,8646.00,406.15,1483720.00,8596.30
25739,1.00,8647.00,410.54,1215017.00,7780.26
25742,1.00,8648.00,415.47,1395288.00,7043.97
