,tag,t,z,mass,width
25276,1.00,12649.00,129.13,682758.00,5188.43
25278,1.00,12650.00,128.40,648291.00,4998.33
25280,1.00,12651.00,127.30,487417.00,3264.51
25282,1.00,12652.00,128.67,445414.00,3076.35
25284,1.00,12653.00,128.60,545804.00,4055.15
25286,1.00,12654.00,127.70,591866.00,4357.91
25288,1.00,12655.00,128.70,736992.00,5603.31
25290,1.00,12656.00,128.31,901356.00,6124.82
25292,1.00,12657.00,127.93,861755.00,5743.27
25294,1.00,12658.00,128.29,871223.00,5932.98
25296,1.00,12659.00,128.08,679831.00,5274.90
25298,1.00,12660.00,129.11,415037.00,2710.42
25300,1.00,12661.00,128.43,449350.00,3124.68
25302,1.00,12662.00,128.27,948956.00,6220.86
25304,1.00,12663.00,128.68,786596.00,5041.31
25306,1.00,12664.00,128.60,800698.00,5083.19
25308,1.00,12665.00,127.23,968449.00,6247.04
25310,1.00,12666.00,126.18,831949.00,5941.46
25312,1.00,12667.00,126.44,816464.00,5104.17
25314,1.00,12668.00,126.43,677167.00,4715.84
25316,1.00,12669.00,125.67,514908.00,3624.62
25318,1.00,12670.00,126.22,777979.00,5066.51
25320,1.00,12671.00,125.59,593433.00,4225.64
25322,1.00,12672.00,125.15,503618.00,3726.07
25324,1.00,12673.00,125.21,476902.00,3811.62
25326,1.00,12674.00,124.11,865907.00,6145.76
25328,1.00,12675.00,124.15,1026153.00,6719.84
25330,1.00,12676.00,123.84,730938.00,5540.75
25332,1.00,12677.00,123.48,663442.00,5075.34
25334,1.00,12678.00,124.41,870451.00,6287.84
25336,1.00,12679.00,124.74,943496.00,6733.22
25338,1.00,12680.00,123.19,800866.00,5845.66
25340,1.00,12681.00,123.06,869254.00,5993.88
25342,1.00,12682.00,123.06,726508.00,5613.21
25344,1.00,12683.00,123.50,712594.00,5361.95
25346,1.00,12684.00,123.13,618655.00,4558.02
25348,1.00,12685.00,123.12,633105.00,4571.40
25350,1.00,12686.00,123.39,589787.00,4018.86
25352,1.00,12687.00,123.92,670615.00,4645.21
25354,1.00,12688.00,123.73,429459.00,3495.57
25356,1.00,12689.00,122.07,491496.00,3747.25
25358,1.00,12690.00,121.47,781191.00,5487.81
25360,1.00,12691.00,119.86,740360.00,5517.87
25362,1.00,12692.00,119.65,732687.00,5282.23
25364,1.00,12693.00,119.76,897996.00,5993.19
25366,1.00,12694.00,118.23,1023215.00,5924.10
25368,1.00,12695.00,119.18,740708.00,5309.77
25370,1.00,12696.00,121.23,727944.00,5165.61
25372,1.00,12697.00,121.55,1006181.00,6336.03
25374,1.00,12698.00,121.33,1002879.00,6188.54
25376,1.00,12699.00,120.51,737297.00,5236.68
25378,1.00,12700.00,120.70,577902.00,4319.74
25380,1.00,12701.00,119.54,693775.00,5137.72
25382,1.00,12702.00,118.27,769716.00,5377.86
25384,1.00,12703.00,118.22,693228.00,5359.33
25386,1.00,12704.00,118.82,563666.00,4755.18
25388,1.00,12705.00,118.88,527347.00,4024.23
25390,1.00,12706.00,117.78,606716.00,4501.03
25392,1.00,12707.00,119.52,625095.00,4429.98
25394,1.00,12708.00,118.13,651711.00,4685.85
25396,1.00,12709.00,116.55,754946.00,5724.65
25398,1.00,12710.00,115.40,789310.00,5858.56
25400,1.00,12711.00,114.72,1084565.00,7327.30
25402,1.00,12712.00,114.46,902300.00,5906.49
25404,1.00,12713.00,113.29,898797.00,6295.57
25406,1.00,12714.00,111.88,1276000.00,7439.95
25408,1.00,12715.00,110.81,1141773.00,6823.01
25410,1.00,12716.00,110.19,810192.00,5541.24
25412,1.00,12717.00,110.68,600750.00,4388.96
25414,1.00,12718.00,110.77,615156.00,4371.04
25416,1.00,12719.00,111.25,650492.00,4690.78
25418,1.00,12720.00,110.29,582970.00,3973.01
25420,1.00,12721.00,110.41,588145.00,4192.18
25422,1.00,12722.00,109.46,817103.00,5682.45
25424,1.00,12723.00,108.68,805329.00,5639.02
25426,1.00,12724.00,107.70,850957.00,5623.26
25428,1.00,12725.00,108.29,824627.00,5831.29
25430,1.00,12726.00,108.71,906405.00,6047.93
25432,1.00,12727.00,108.88,917675.00,6651.22
25434,1.00,12728.00,107.43,752352.00,5329.39
25436,1.00,12729.00,109.01,833544.00,5918.57
25438,1.00,12730.00,108.65,895957.00,6264.90
25440,1.00,12731.00,109.77,632587.00,4553.14
25442,1.00,12732.00,109.28,772282.00,5660.36
25444,1.00,12733.00,109.17,891667.00,6231.13
25446,1.00,12734.00,108.34,767160.00,5539.55
25448,1.00,12735.00,106.69,638605.00,4469.06
25450,1.00,12736.00,105.63,756655.00,5327.86
25452,1.00,12737.00,106.10,896986.00,6196.91
25454,1.00,12738.00,106.64,969020.00,6301.25
25456,1.00,12739.00,105.43,860337.00,5746.17
25458,1.00,12740.00,105.06,1035112.00,6587.59
25460,1.00,12741.00,105.45,1107398.00,7008.36
25462,1.00,12742.00,105.10,985979.00,6493.89
25464,1.00,12743.00,104.06,798717.00,5817.16
25466,1.00,12744.00,103.45,763588.00,6026.03
25468,1.00,12745.00,102.14,518730.00,3880.09
25470,1.00,12746.00,103.31,782560.00,5977.22
25472,1.00,12747.00,103.18,944680.00,6500.79
25474,1.00,12748.00,103.77,875759.00,6167.62
25476,1.00,12749.00,104.09,540286.00,3931.55
25478,1.00,12750.00,103.89,566413.00,4474.82
25480,1.00,12751.00,102.49,754868.00,5500.56
25482,1.00,12752.00,101.79,912952.00,5957.02
25484,1.00,12753.00,101.75,700419.00,5407.53
25486,1.00,12754.00,102.22,467502.00,3838.67
25488,1.00,12755.00,100.99,656834.00,5095.82
25490,1.00,12756.00,100.86,833156.00,5863.11
25492,1.00,12757.00,99.75,799257.00,5167.16
25494,1.00,12758.00,99.59,664933.00,4473.50
25496,1.00,12759.00,99.80,781393.00,5407.98
25498,1.00,12760.00,99.73,841326.00,5635.37
25500,1.00,12761.00,98.96,763989.00,5496.54
25502,1.00,12762.00,98.31,811711.00,5862.29
25504,1.00,12763.00,98.73,1096491.00,7440.94
25506,1.00,12764.00,99.26,1121648.00,6964.66
25508,1.00,12765.00,99.20,940355.00,5767.15
25510,1.00,12766.00,99.37,1041087.00,6398.88
25512,1.00,12767.00,99.17,1056128.00,6521.03
25514,1.00,12768.00,99.03,828198.00,5665.34
25516,1.00,12769.00,98.77,843463.00,5549.44
25518,1.00,12770.00,98.96,719016.00,4940.25
25520,1.00,12771.00,99.24,1065315.00,6843.93
25522,1.00,12772.00,96.08,951292.00,6079.74
25524,1.00,12773.00,99.25,907648.00,6114.53
25526,1.00,12774.00,101.13,882619.00,6284.21
25528,1.00,12775.00,101.29,711813.00,5338.25
25530,1.00,12776.00,102.24,455503.00,3160.69
25532,1.00,12777.00,102.31,487485.00,3255.68
25534,1.00,12778.00,103.56,526972.00,3589.68
25536,1.00,12779.00,103.14,611938.00,4052.28
25538,1.00,12780.00,102.54,478277.00,3080.56
25540,1.00,12781.00,102.44,541940.00,4108.65
25542,1.00,12782.00,101.47,699806.00,5282.17
25544,1.00,12783.00,100.86,767723.00,5692.63
25546,1.00,12784.00,99.49,920475.00,5971.19
25548,1.00,12785.00,99.80,547983.00,4047.05
25550,1.00,12786.00,101.00,673683.00,5158.62
25552,1.00,12787.00,98.94,896580.00,5892.85
25554,1.00,12788.00,98.96,799585.00,5618.28
25556,1.00,12789.00,99.32,595648.00,4079.43
25558,1.00,12790.00,99.41,795806.00,5671.02
25560,1.00,12791.00,97.06,852815.00,6356.72
25562,1.00,12792.00,96.43,875635.00,6664.97
25564,1.00,12793.00,98.14,828603.00,5996.03
25566,1.00,12794.00,96.92,828366.00,5850.99
25568,1.00,12795.00,96.47,725612.00,5144.20
25570,1.00,12796.00,96.49,712386.00,5105.95
25572,1.00,12797.00,96.97,618791.00,4650.06
25574,1.00,12798.00,97.22,798028.00,5673.80
25576,1.00,12799.00,96.64,606684.00,4359.60
25578,1.00,12800.00,97.07,829167.00,5893.03
25580,1.00,12801.00,96.35,635636.00,5085.35
25582,1.00,12802.00,94.64,626389.00,4536.53
25584,1.00,12803.00,94.40,738672.00,5256.18
25586,1.00,12804.00,96.48,504630.00,3600.33
25588,1.00,12805.00,96.64,467530.00,3411.24
25590,1.00,12806.00,95.63,453840.00,3325.06
25592,1.00,12807.00,95.03,745287.00,5227.38
25594,1.00,12808.00,94.59,770342.00,5151.53
25596,1.00,12809.00,94.56,863785.00,5925.68
25598,1.00,12810.00,94.22,884433.00,6207.93
25600,1.00,12811.00,94.76,755350.00,5301.45
25602,1.00,12812.00,92.74,954249.00,6453.18
25604,1.00,12813.00,91.98,952568.00,6469.74
25606,1.00,12814.00,92.51,698149.00,4892.14
25608,1.00,12815.00,92.16,508198.00,4103.53
25610,1.00,12816.00,92.02,520461.00,4162.76
25612,1.00,12817.00,91.40,498456.00,3846.39
25614,1.00,12818.00,89.81,763390.00,5445.22
25616,1.00,12819.00,89.41,607230.00,4517.24
25618,1.00,12820.00,91.13,482789.00,3967.14
25620,1.00,12821.00,91.02,677235.00,4875.01
25622,1.00,12822.00,90.35,700615.00,4863.90
25624,1.00,12823.00,89.63,498790.00,3635.96
25626,1.00,12824.00,89.36,684301.00,4707.26
25628,1.00,12825.00,86.96,590673.00,4133.25
25630,1.00,12826.00,86.34,584444.00,4053.10
25632,1.00,12827.00,87.42,652243.00,4738.78
25634,1.00,12828.00,87.20,622389.00,4397.24
25636,1.00,12829.00,87.29,451852.00,3132.21
25638,1.00,12830.00,86.66,496691.00,3424.05
25640,1.00,12831.00,86.43,821340.00,5437.52
25642,1.00,12832.00,86.64,954353.00,6089.14
25644,1.00,12833.00,87.55,837764.00,5769.14
25646,1.00,12834.00,88.24,721291.00,5681.02
25648,1.00,12835.00,87.35,586117.00,4369.39
25650,1.00,12836.00,87.45,834623.00,6048.67
25652,1.00,12837.00,87.49,875481.00,6195.06
25654,1.00,12838.00,88.47,956603.00,6753.11
25656,1.00,12839.00,86.54,550722.00,4255.09
25658,1.00,12840.00,88.02,730396.00,5976.29
25660,1.00,12841.00,88.61,879656.00,6537.82
25662,1.00,12842.00,88.80,958488.00,6788.56
25664,1.00,12843.00,89.55,1018732.00,6932.22
25666,1.00,12844.00,89.03,978611.00,6680.29
25668,1.00,12845.00,87.47,840130.00,6126.67
25670,1.00,12846.00,86.56,974401.00,6581.46
25672,1.00,12847.00,86.85,912280.00,6168.44
25674,1.00,12848.00,86.42,964152.00,6737.96
25676,1.00,12849.00,87.00,961650.00,6280.92
25678,1.00,12850.00,87.23,690158.00,5476.45
25680,1.00,12851.00,86.10,450683.00,3214.47
25682,1.00,12852.00,85.17,453440.00,3382.86
25684,1.00,12853.00,84.65,648944.00,4212.82
25686,1.00,12854.00,84.95,467367.00,3503.59
25688,1.00,12855.00,84.78,557046.00,4174.13
25690,1.00,12856.00,84.42,787769.00,5237.28
25692,1.00,12857.00,85.16,761218.00,5500.04
25694,1.00,12858.00,85.91,697544.00,4542.75
25696,1.00,12859.00,84.93,554674.00,4074.08
25698,1.00,12860.00,84.08,450934.00,3337.88
25700,1.00,12861.00,83.26,513617.00,3869.24
25702,1.00,12862.00,82.95,667780.00,4916.58
25704,1.00,12863.00,82.63,609568.00,4526.94
25706,1.00,12864.00,82.15,549988.00,3961.56
25708,1.00,12865.00,81.22,939536.00,5978.75
25710,1.00,12866.00,79.05,1007239.00,7028.40
25712,1.00,12867.00,79.52,1134455.00,6759.53
25714,1.00,12868.00,78.44,828911.00,5752.13
25716,1.00,12869.00,78.33,1036270.00,6715.02
25718,1.00,12870.00,78.28,1010406.00,6667.18
25720,1.00,12871.00,79.01,993171.00,6308.84
25722,1.00,12872.00,80.20,880406.00,6356.82
25724,1.00,12873.00,80.18,623892.00,4607.66
25726,1.00,12874.00,79.35,615370.00,4647.26
25728,1.00,12875.00,80.17,819853.00,5681.17
25730,1.00,12876.00,80.97,840000.00,5607.93
25732,1.00,12877.00,82.64,912869.00,6346.41
25734,1.00,12878.00,81.98,737409.00,5089.29
25736,1.00,12879.00,81.87,937867.00,6053.36
25738,1.00,12880.00,82.14,1019567.00,6540.48
25740,1.00,12881.00,83.60,1014122.00,6552.34
25742,1.00,12882.00,84.31,1009449.00,6175.85
25744,1.00,12883.00,85.97,1021699.00,6775.03
25746,1.00,12884.00,85.52,977899.00,6371.86
25748,1.00,12885.00,85.84,1095580.00,6939.50
25750,1.00,12886.00,85.09,1093530.00,6815.03
25752,1.00,12887.00,84.98,1074167.00,6789.76
25754,1.00,12888.00,85.92,899363.00,6084.64
25756,1.00,12889.00,84.58,1033411.00,6432.91
25758,1.00,12890.00,83.78,709295.00,4919.72
25760,1.00,12891.00,83.74,576399.00,4123.25
25762,1.00,12892.00,84.16,528684.00,3776.74
25764,1.00,12893.00,83.77,469985.00,3421.35
25766,1.00,12894.00,83.86,576208.00,4246.79
25768,1.00,12895.00,83.94,814128.00,5339.50
25770,1.00,12896.00,82.22,598037.00,4524.49
25772,1.00,12897.00,81.51,549338.00,3986.35
25774,1.00,12898.00,83.10,642627.00,4766.67
25776,1.00,12899.00,84.38,829957.00,5225.46
25778,1.00,12900.00,84.16,663388.00,4681.28
25780,1.00,12901.00,84.17,595687.00,4378.10
25782,1.00,12902.00,84.45,856424.00,5683.99
25784,1.00,12903.00,84.06,769602.00,4785.09
25786,1.00,12904.00,83.26,449218.00,3192.33
25788,1.00,12905.00,81.82,507754.00,3448.11
25790,1.00,12906.00,80.79,948211.00,6667.17
25792,1.00,12907.00,80.29,993727.00,6761.70
25794,1.00,12908.00,80.29,837931.00,6040.14
25796,1.00,12909.00,80.08,596989.00,4685.17
25798,1.00,12910.00,81.11,489053.00,3762.71
25800,1.00,12911.00,80.12,421048.00,3097.32
25802,1.00,12912.00,81.59,683609.00,4653.74
25804,1.00,12913.00,80.97,880774.00,5741.89
25806,1.00,12914.00,80.61,975772.00,5966.12
25808,1.00,12915.00,80.56,970710.00,6144.06
25810,1.00,12916.00,80.97,882492.00,5764.51
25812,1.00,12917.00,80.95,908708.00,5804.71
25814,1.00,12918.00,80.90,893677.00,5759.39
25816,1.00,12919.00,81.21,899070.00,5904.74
25818,1.00,12920.00,81.34,505491.00,3266.95
25820,1.00,12921.00,80.08,660619.00,4769.42
25822,1.00,12922.00,80.90,922813.00,6226.15
25824,1.00,12923.00,79.83,896086.00,6160.58
25826,1.00,12924.00,79.80,868363.00,5708.16
25828,1.00,12925.00,79.07,948008.00,6419.50
25830,1.00,12926.00,79.05,893389.00,5727.60
25832,1.00,12927.00,79.21,613352.00,4894.74
25834,1.00,12928.00,80.17,661730.00,5061.77
25836,1.00,12929.00,79.33,1090805.00,7491.08
25838,1.00,12930.00,79.39,885142.00,6453.08
25840,1.00,12931.00,80.24,813913.00,5927.58
25842,1.00,12932.00,81.01,989792.00,6377.33
25844,1.00,12933.00,81.63,1047114.00,6531.07
25846,1.00,12934.00,81.52,812007.00,5512.85
25848,1.00,12935.00,81.36,826102.00,5490.31
25850,1.00,12936.00,81.11,650987.00,4765.49
25852,1.00,12937.00,80.70,668079.00,4996.48
25854,1.00,12938.00,81.55,508185.00,3472.18
25856,1.00,12939.00,79.60,998770.00,6712.78
25858,1.00,12940.00,79.67,1080658.00,6627.02
25860,1.00,12941.00,80.01,838319.00,6227.18
25862,1.00,12942.00,80.28,687849.00,5597.62
25864,1.00,12943.00,79.32,683745.00,5537.91
25866,1.00,12944.00,79.02,659044.00,5288.36
25868,1.00,12945.00,78.55,972311.00,6495.67
25870,1.00,12946.00,77.84,859320.00,6026.08
25872,1.00,12947.00,78.00,888823.00,6178.79
25874,1.00,12948.00,77.84,726754.00,5456.68
25876,1.00,12949.00,77.38,924993.00,5988.93
25878,1.00,12950.00,78.72,891316.00,5931.54
25880,1.00,12951.00,78.60,704422.00,5481.45
25882,1.00,12952.00,78.72,754434.00,5495.23
25884,1.00,12953.00,79.03,849001.00,5983.25
25886,1.00,12954.00,78.08,626650.00,5174.16
25888,1.00,12955.00,77.16,653750.00,5251.78
25890,1.00,12956.00,77.67,638258.00,4994.66
25892,1.00,12957.00,77.50,542906.00,4132.89
25894,1.00,12958.00,76.52,609989.00,4495.53
25896,1.00,12959.00,77.37,628807.00,4716.78
25898,1.00,12960.00,78.16,491422.00,3815.20
25900,1.00,12961.00,78.10,431664.00,3271.42
25902,1.00,12962.00,78.82,485108.00,3418.80
25904,1.00,12963.00,79.08,442232.00,3118.42
25906,1.00,12964.00,79.22,532603.00,3774.31
25908,1.00,12965.00,79.16,618246.00,4119.28
25910,1.00,12966.00,78.74,704961.00,4801.66
25912,1.00,12967.00,79.06,917483.00,5482.59
25914,1.00,12968.00,78.81,833721.00,5632.86
25916,1.00,12969.00,78.43,866119.00,6117.37
25918,1.00,12970.00,78.20,818928.00,6110.34
25920,1.00,12971.00,78.25,782427.00,5972.69
25922,1.00,12972.00,78.63,655348.00,5029.37
25924,1.00,12973.00,77.83,781574.00,5791.81
25926,1.00,12974.00,78.00,814352.00,5865.32
25928,1.00,12975.00,78.46,738009.00,5406.08
25930,1.00,12976.00,78.78,602631.00,4307.07
25932,1.00,12977.00,78.33,596702.00,4677.06
25934,1.00,12978.00,78.83,659377.00,4972.09
25936,1.00,12979.00,77.84,543736.00,4252.17
25938,1.00,12980.00,77.62,523700.00,4293.29
25940,1.00,12981.00,77.30,488701.00,3796.43
25942,1.00,12982.00,76.75,479332.00,3436.01
25944,1.00,12983.00,77.63,549396.00,4179.97
25946,1.00,12984.00,76.77,503162.00,3677.23
25948,1.00,12985.00,76.40,510839.00,3754.69
25950,1.00,12986.00,76.39,568393.00,3912.55
25952,1.00,12987.00,75.94,506330.00,3568.26
25954,1.00,12988.00,76.40,461794.00,3236.78
25956,1.00,12989.00,76.77,588200.00,4194.49
25958,1.00,12990.00,75.39,489482.00,3319.65
25960,1.00,12991.00,73.75,688159.00,4973.92
25962,1.00,12992.00,74.65,587410.00,4465.93
25964,1.00,12993.00,73.79,793001.00,5214.28
25966,1.00,12994.00,74.32,1174992.00,7248.79
25968,1.00,12995.00,73.08,1139442.00,7023.89
25970,1.00,12996.00,73.57,1126723.00,7235.39
25972,1.00,12997.00,73.11,946798.00,6354.49
25974,1.00,12998.00,73.00,985196.00,6484.32
25976,1.00,12999.00,73.08,953296.00,6369.66
25978,1.00,13000.00,73.26,737137.00,5499.30
25980,1.00,13001.00,72.84,749563.00,5175.25
25982,1.00,13002.00,72.90,862295.00,5916.22
25984,1.00,13003.00,72.43,871970.00,6238.75
25986,1.00,13004.00,71.39,759471.00,5398.49
25988,1.00,13005.00,71.37,785745.00,5330.04
25990,1.00,13006.00,71.98,767693.00,5272.49
25992,1.00,13007.00,70.55,902053.00,6385.34
25994,1.00,13008.00,69.27,928823.00,6210.19
25996,1.00,13009.00,69.23,929989.00,6135.48
25998,1.00,13010.00,68.85,806644.00,5574.08
26000,1.00,13011.00,69.54,738799.00,5638.46
26002,1.00,13012.00,70.89,617708.00,5183.48
26004,1.00,13013.00,69.94,506238.00,4006.21
26006,1.00,13014.00,70.20,492352.00,4093.39
26008,1.00,13015.00,69.96,796386.00,5744.36
26010,1.00,13016.00,69.81,939500.00,6144.21
26012,1.00,13017.00,69.36,951517.00,6394.16
26014,1.00,13018.00,69.57,784781.00,5728.21
26016,1.00,13019.00,68.80,624273.00,4311.51
26018,1.00,13020.00,68.60,627814.00,4463.54
26020,1.00,13021.00,71.26,572799.00,4359.01
26022,1.00,13022.00,71.22,780501.00,5245.51
26024,1.00,13023.00,71.15,823973.00,5377.04
26026,1.00,13024.00,71.36,762983.00,5014.96
26028,1.00,13025.00,71.48,686569.00,4810.39
26030,1.00,13026.00,70.97,729536.00,5170.17
26032,1.00,13027.00,71.25,639794.00,4807.62
26034,1.00,13028.00,71.52,672035.00,4777.61
26036,1.00,13029.00,71.10,776303.00,5240.14
26038,1.00,13030.00,72.27,517091.00,3680.65
26040,1.00,13031.00,71.52,768681.00,5514.31
26042,1.00,13032.00,72.18,827096.00,5794.79
26044,1.00,13033.00,72.89,602551.00,4393.03
26046,1.00,13034.00,73.43,583688.00,4136.51
26048,1.00,13035.00,73.64,573255.00,4161.29
26050,1.00,13036.00,73.61,467963.00,3458.38
26052,1.00,13037.00,73.62,472411.00,3497.06
26054,1.00,13038.00,73.38,524088.00,3997.77
26056,1.00,13039.00,73.41,520543.00,3967.35
26058,1.00,13040.00,72.90,607313.00,4263.26
26060,1.00,13041.00,71.82,764950.00,5388.48
26062,1.00,13042.00,73.48,693644.00,4860.32
26064,1.00,13043.00,74.29,653209.00,4410.04
26066,1.00,13044.00,73.84,564410.00,4096.89
26068,1.00,13045.00,74.49,753093.00,5548.45
26070,1.00,13046.00,74.27,1043158.00,6380.44
26072,1.00,13047.00,73.95,810220.00,5559.23
26074,1.00,13048.00,73.44,597122.00,4506.44
26076,1.00,13049.00,73.35,633577.00,4500.51
26078,1.00,13050.00,73.05,775194.00,5182.65
26080,1.00,13051.00,73.63,769186.00,5174.95
26082,1.00,13052.00,74.51,1032940.00,6679.06
26084,1.00,13053.00,73.91,982055.00,6474.25
26086,1.00,13054.00,73.24,889189.00,6133.67
26088,1.00,13055.00,73.15,763986.00,5869.62
26090,1.00,13056.00,72.25,695077.00,4814.52
26092,1.00,13057.00,72.44,778736.00,5523.61
26094,1.00,13058.00,74.07,704665.00,4619.42
26096,1.00,13059.00,73.91,620030.00,4430.55
26098,1.00,13060.00,73.83,649965.00,4543.82
26100,1.00,13061.00,72.93,663288.00,4519.09
26102,1.00,13062.00,71.18,664259.00,4734.43
26104,1.00,13063.00,71.46,737228.00,5203.11
26106,1.00,13064.00,71.42,835195.00,5603.47
26108,1.00,13065.00,69.39,814122.00,5484.48
26110,1.00,13066.00,67.88,817545.00,5371.67
26112,1.00,13067.00,66.87,829928.00,5304.13
26114,1.00,13068.00,66.38,639230.00,4463.94
26116,1.00,13069.00,66.73,622159.00,4230.74
26118,1.00,13070.00,67.32,707165.00,4764.23
26120,1.00,13071.00,66.65,656483.00,4638.89
26122,1.00,13072.00,67.11,541925.00,3923.77
26124,1.00,13073.00,64.61,582198.00,4335.28
26126,1.00,13074.00,64.75,571704.00,4356.68
26128,1.00,13075.00,65.32,602715.00,4698.93
26130,1.00,13076.00,65.90,540409.00,3611.33
26132,1.00,13077.00,67.15,565407.00,3939.12
26134,1.00,13078.00,66.22,551356.00,3941.64
26136,1.00,13079.00,65.07,763069.00,5107.13
26138,1.00,13080.00,65.88,999577.00,6861.05
26140,1.00,13081.00,65.66,482830.00,3494.90
26142,1.00,13082.00,65.58,651963.00,4712.74
26144,1.00,13083.00,65.36,722001.00,4915.91
26146,1.00,13084.00,65.82,831254.00,5445.24
26148,1.00,13085.00,65.39,787814.00,5825.33
26150,1.00,13086.00,66.20,662548.00,4586.11
26152,1.00,13087.00,66.48,730977.00,4877.11
26154,1.00,13088.00,65.13,697478.00,5104.36
26156,1.00,13089.00,65.73,906956.00,5628.38
26158,1.00,13090.00,64.47,702440.00,4904.73
26160,1.00,13091.00,64.22,542642.00,3791.71
26162,1.00,13092.00,64.15,845979.00,5504.21
26164,1.00,13093.00,63.56,820472.00,5128.64
26166,1.00,13094.00,62.70,930647.00,5936.33
26168,1.00,13095.00,62.33,936186.00,6252.33
26170,1.00,13096.00,63.33,830506.00,5150.91
26172,1.00,13097.00,62.64,764306.00,5482.64
26174,1.00,13098.00,62.81,592054.00,4172.72
26176,1.00,13099.00,62.07,481586.00,3380.33
26178,1.00,13100.00,61.60,477264.00,3625.21
26180,1.00,13101.00,60.11,629702.00,4726.09
26182,1.00,13102.00,60.59,906792.00,6015.45
26184,1.00,13103.00,60.82,961130.00,6355.08
26186,1.00,13104.00,61.23,996749.00,6573.05
26188,1.00,13105.00,61.48,772580.00,5696.47
26190,1.00,13106.00,62.22,676474.00,5300.88
26192,1.00,13107.00,62.16,530489.00,3970.36
26194,1.00,13108.00,62.63,478451.00,3478.70
26196,1.00,13109.00,62.87,497039.00,3562.06
26198,1.00,13110.00,63.93,537520.00,4195.07
26200,1.00,13111.00,63.34,741573.00,5369.73
26202,1.00,13112.00,63.11,1049308.00,6507.82
26204,1.00,13113.00,63.76,1007709.00,6386.41
26206,1.00,13114.00,63.49,908845.00,6024.53
26208,1.00,13115.00,62.71,763306.00,5459.81
26210,1.00,13116.00,61.35,599396.00,4630.52
26212,1.00,13117.00,63.38,534650.00,3934.10
26214,1.00,13118.00,63.11,544583.00,3918.63
26216,1.00,13119.00,61.84,524967.00,3564.71
26218,1.00,13120.00,60.94,658366.00,4770.56
26220,1.00,13121.00,61.31,657180.00,5065.08
26222,1.00,13122.00,61.38,625924.00,4706.97
26224,1.00,13123.00,62.11,599412.00,4047.90
26226,1.00,13124.00,61.42,709123.00,5194.38
26228,1.00,13125.00,61.60,737585.00,5379.62
26230,1.00,13126.00,62.26,541852.00,3889.06
26232,1.00,13127.00,62.35,584505.00,3968.79
26234,1.00,13128.00,63.07,589892.00,4075.07
26236,1.00,13129.00,62.24,578072.00,3993.57
26238,1.00,13130.00,63.00,567517.00,3988.49
26240,1.00,13131.00,63.25,567920.00,3835.96
26242,1.00,13132.00,63.30,693445.00,4686.49
26244,1.00,13133.00,63.12,890232.00,6106.12
26246,1.00,13134.00,61.54,782650.00,5697.11
26248,1.00,13135.00,61.72,561685.00,4299.68
26250,1.00,13136.00,63.68,740074.00,4836.13
26252,1.00,13137.00,63.98,899515.00,5501.56
26254,1.00,13138.00,63.86,921845.00,5572.27
26256,1.00,13139.00,63.66,801785.00,5034.37
26258,1.00,13140.00,63.44,713453.00,4829.84
26260,1.00,13141.00,62.46,830693.00,5137.90
26262,1.00,13142.00,62.01,769843.00,5154.67
26264,1.00,13143.00,63.31,738656.00,4902.31
26266,1.00,13144.00,62.24,662794.00,4580.72
26268,1.00,13145.00,62.43,694878.00,4744.25
26270,1.00,13146.00,61.80,584225.00,4376.76
26272,1.00,13147.00,60.22,853003.00,5629.19
26274,1.00,13148.00,59.89,916778.00,5969.92
26276,1.00,13149.00,60.18,747562.00,5029.31
26278,1.00,13150.00,57.84,840530.00,5486.05
26280,1.00,13151.00,58.26,918551.00,5845.59
26282,1.00,13152.00,57.58,721068.00,5253.84
26284,1.00,13153.00,59.80,626503.00,5009.83
26286,1.00,13154.00,59.33,874054.00,6195.52
26288,1.00,13155.00,58.97,907634.00,6487.35
26290,1.00,13156.00,58.96,904418.00,6105.81
26292,1.00,13157.00,59.68,880581.00,6297.97
26294,1.00,13158.00,59.77,852711.00,5720.76
26296,1.00,13159.00,59.45,869343.00,5878.46
26298,1.00,13160.00,59.14,892263.00,6139.58
26300,1.00,13161.00,60.16,869641.00,6049.22
26302,1.00,13162.00,61.15,673029.00,4635.99
26304,1.00,13163.00,61.49,673198.00,4711.84
26306,1.00,13164.00,61.29,662678.00,4491.41
26308,1.00,13165.00,60.90,918866.00,6266.18
26310,1.00,13166.00,61.51,747810.00,4891.36
26312,1.00,13167.00,61.41,588639.00,3919.83
26314,1.00,13168.00,61.61,816658.00,5031.55
26316,1.00,13169.00,60.98,887821.00,5528.06
26318,1.00,13170.00,60.22,628168.00,4690.96
26320,1.00,13171.00,60.92,765227.00,5161.34
26322,1.00,13172.00,60.77,853335.00,5697.70
26324,1.00,13173.00,61.37,810880.00,5093.20
26326,1.00,13174.00,60.98,509355.00,3482.79
26328,1.00,13175.00,61.52,463969.00,3605.41
26330,1.00,13176.00,60.88,507176.00,3526.24
26332,1.00,13177.00,60.93,530050.00,3529.73
26334,1.00,13178.00,61.55,715604.00,4795.31
26336,1.00,13179.00,60.33,847329.00,5568.89
26338,1.00,13180.00,60.56,945822.00,6004.24
26340,1.00,13181.00,60.77,661497.00,4750.14
26342,1.00,13182.00,61.09,780885.00,5195.09
26344,1.00,13183.00,60.45,844461.00,6053.56
26346,1.00,13184.00,59.91,593963.00,4523.50
